Id,order_status,order_products_value,order_freight_value,order_items_qty,order_purchase_timestamp,order_aproved_at,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,review_score
400,delivered,199.0,25.94,1,2017-12-07 20:38:00,2017-12-07 20:51:00,2017-12-14 19:42:00,BRASILIA,DF,730,5
401,delivered,54.9,15.13,1,2017-11-19 16:12:00,2017-11-22 02:58:00,2017-11-24 20:32:00,Pelotas,RS,960,4
402,delivered,31.62,15.1,1,2017-12-08 23:41:00,2017-12-09 01:30:00,2017-12-26 23:15:00,Florianopolis,SC,880,3
403,delivered,149.49,9.79,1,2017-05-10 14:03:00,2017-05-10 14:15:00,2017-05-23 13:12:00,Piracicaba,SP,134,5
404,delivered,210.0,5.34,1,2017-11-30 13:34:00,2017-11-30 13:56:00,2017-12-10 17:53:00,Sao Paulo,SP,32,5
405,delivered,99.9,16.46,1,2018-03-19 21:50:00,2018-03-19 22:08:00,2018-03-29 17:32:00,Sao Paulo,SP,45,1
406,delivered,69.9,11.73,1,2018-03-04 15:58:00,2018-03-04 16:10:00,2018-03-22 23:44:00,Campinas,SP,130,4
407,delivered,35.99,16.79,1,2018-07-02 13:58:00,2018-07-02 14:10:00,2018-07-11 14:18:00,Serrinha,BA,487,5
408,delivered,47.25,23.12,1,2017-04-06 13:44:00,2017-04-06 13:55:00,2017-05-08 10:52:00,Belo Horizonte,MG,304,5
409,delivered,169.9,21.68,1,2018-08-12 12:04:00,2018-08-12 12:24:00,2018-08-22 17:09:00,Felicio dos Santos,MG,391,1
410,delivered,89.99,15.38,1,2017-07-16 10:04:00,2017-07-16 10:15:00,2017-07-26 20:32:00,Londrina,PR,860,4
411,delivered,29.0,14.1,1,2018-07-28 20:07:00,2018-07-30 18:31:00,2018-08-07 14:17:00,Sao Jose dos Pinhais,PR,830,1
412,delivered,78.0,18.43,1,2017-10-18 16:44:00,2017-10-18 16:56:00,2017-10-27 20:48:00,Conceicao do Castelo,ES,293,5
413,delivered,77.9,15.7,1,2017-08-28 22:47:00,2017-08-28 22:55:00,2017-09-06 20:56:00,Foz do Iguacu,PR,858,5
414,delivered,76.8,32.22,2,2017-12-21 20:11:00,2017-12-21 20:30:00,2018-01-10 14:26:00,Montes Claros,MG,394,1
415,shipped,97.99,17.43,1,2017-11-27 13:33:00,2017-11-29 13:37:00,2017-12-04 20:33:00,Cotia,SP,67,1
416,delivered,199.99,18.97,1,2018-07-22 13:04:00,2018-07-27 23:31:00,2018-07-28 00:05:00,Orleans,SC,888,4
417,delivered,30.0,17.14,1,2018-05-08 19:48:00,2018-05-08 20:32:00,2018-05-14 19:05:00,Nilopolis,RJ,265,4
418,delivered,67.0,16.23,1,2017-11-18 11:30:00,2017-11-18 11:47:00,2017-12-08 17:29:00,Sao Paulo,SP,44,4
419,delivered,55.0,7.65,1,2017-05-11 09:13:00,2017-05-11 09:25:00,2017-05-16 09:42:00,Sao Paulo,SP,48,3
420,delivered,128.9,7.77,1,2017-12-27 19:19:00,2017-12-27 19:29:00,2018-01-10 18:10:00,Sao Paulo,SP,41,1
421,delivered,31.8,23.11,1,2018-01-09 11:19:00,2018-01-09 11:29:00,2018-01-11 13:51:00,Sao Paulo,SP,57,5
422,delivered,29.9,6.08,1,2018-06-23 18:07:00,2018-06-23 18:35:00,2018-06-28 18:22:00,Campos dos Goytacazes,RJ,280,1
423,delivered,98.0,54.4,2,2018-07-03 19:34:00,2018-07-05 16:40:00,2018-07-11 15:08:00,Joao Pessoa,PB,580,2
424,canceled,82.9,8.78,1,2017-06-08 21:18:00,2017-06-08 21:30:00,2017-06-22 17:44:00,Sao Jose dos Campos,SP,122,1
425,delivered,105.0,25.57,1,2017-10-17 18:22:00,2017-10-17 18:35:00,2017-10-25 17:07:00,Araras,SP,136,5
426,delivered,69.9,167.05,1,2017-09-08 13:37:00,2017-09-08 13:50:00,2017-09-15 22:36:00,Castro,PR,841,1
427,delivered,199.0,20.63,1,2017-07-17 09:29:00,2017-07-17 09:43:00,2017-07-21 17:15:00,Campos dos Goytacazes,RJ,280,5
428,delivered,43.9,19.32,1,2018-05-07 20:57:00,2018-05-07 21:14:00,2018-05-11 22:08:00,RIO DE JANEIRO,RJ,222,3
429,delivered,30.0,12.87,1,2018-08-01 16:54:00,2018-08-01 17:24:00,2018-08-10 16:57:00,Aguas de Santa Barbara,SP,187,5
430,delivered,59.9,12.67,1,2018-08-21 10:19:00,2018-08-21 10:51:00,2018-08-28 15:58:00,Curitiba,PR,807,4
431,delivered,375.8,32.86,2,2017-04-25 13:35:00,2017-04-25 13:45:00,,Maua,SP,93,4
432,delivered,58.9,14.13,1,2018-05-04 21:40:00,2018-05-05 21:35:00,2018-05-16 19:08:00,Campinas,SP,130,4
433,delivered,135.0,16.58,1,2018-03-08 15:59:00,2018-03-08 16:31:00,2018-03-18 18:26:00,Sorocaba,SP,180,5
434,delivered,79.9,14.65,1,2018-06-11 13:00:00,2018-06-11 13:33:00,2018-06-25 15:26:00,Sao Bernardo do Campo,SP,97,4
435,delivered,349.9,48.98,1,2017-06-13 11:13:00,2017-06-15 03:03:00,2017-06-19 18:06:00,Arapiraca,AL,573,4
436,delivered,34.99,13.5,1,2017-08-04 21:44:00,2017-08-04 22:04:00,2017-08-17 18:23:00,Palhoca,SC,881,3
437,delivered,199.9,15.57,1,2017-10-06 18:22:00,2017-10-06 18:35:00,2017-10-30 20:54:00,Porto Alegre,RS,904,4
438,delivered,129.9,11.93,1,2018-05-19 12:14:00,2018-05-19 12:31:00,2018-06-01 19:41:00,Indaiatuba,SP,133,5
439,delivered,639.0,21.4,1,2017-08-05 19:30:00,2017-08-05 20:05:00,2017-08-16 17:04:00,RIO DE JANEIRO,RJ,227,5
440,delivered,22.9,10.96,1,2017-10-31 09:59:00,2017-10-31 10:10:00,2017-11-13 17:38:00,Barueri,SP,64,4
441,delivered,859.99,24.99,1,2017-09-11 09:40:00,2017-09-12 04:30:00,2017-09-19 19:54:00,Joacaba,SC,896,4
442,delivered,95.0,13.01,1,2018-03-07 16:42:00,2018-03-07 17:20:00,2018-03-18 17:17:00,Guarulhos,SP,71,1
443,delivered,149.99,35.12,1,2018-01-13 15:43:00,2018-01-13 15:51:00,2018-01-23 16:32:00,Salvador,BA,415,4
444,delivered,149.99,19.1,1,2018-06-19 00:26:00,2018-06-19 00:54:00,2018-06-24 17:41:00,Cabo Frio,RJ,289,4
445,delivered,99.9,12.19,1,2017-11-24 09:23:00,2017-11-24 10:51:00,,Sao Paulo,SP,46,5
446,delivered,79.0,18.79,1,2018-03-16 11:31:00,2018-03-16 11:49:00,2018-05-14 12:28:00,RIO DE JANEIRO,RJ,218,5
447,delivered,46.2,9.44,1,2017-10-12 23:11:00,2017-10-14 03:46:00,2017-10-26 19:09:00,Indaiatuba,SP,133,2
448,delivered,165.0,19.03,1,2018-08-06 22:25:00,2018-08-06 22:45:00,2018-08-15 20:38:00,Alvinopolis,MG,359,5
449,delivered,35.0,15.1,1,2018-06-16 18:31:00,2018-06-16 18:57:00,2018-06-21 17:48:00,RIO DE JANEIRO,RJ,215,5
450,delivered,239.99,17.31,1,2017-04-29 20:09:00,2017-04-29 20:22:00,2017-05-24 12:59:00,Orlandia,SP,146,5
451,delivered,138.0,19.07,1,2018-02-17 10:33:00,2018-02-17 10:49:00,2018-03-12 12:53:00,Maringa,PR,870,5
452,delivered,55.0,14.7,1,2018-08-01 17:57:00,2018-08-01 18:31:00,2018-08-10 20:34:00,Botucatu,SP,186,1
453,delivered,10.99,15.1,1,2018-03-04 22:59:00,2018-03-04 23:15:00,2018-04-12 21:04:00,Contagem,MG,320,3
454,delivered,79.99,25.05,1,2018-02-21 13:18:00,2018-02-23 02:31:00,2018-04-12 11:36:00,Caruaru,PE,550,5
455,delivered,47.0,12.08,1,2017-10-09 19:42:00,2017-10-10 23:09:00,2017-10-23 19:23:00,Sorocaba,SP,180,5
456,delivered,88.8,17.06,1,2017-08-01 18:17:00,2017-08-01 18:32:00,,Pains,MG,355,5
457,delivered,45.9,11.03,1,2018-01-26 13:32:00,2018-01-26 13:52:00,2018-03-08 11:15:00,Ipaussu,SP,189,5
458,delivered,249.99,12.95,1,2017-01-27 00:34:00,2017-01-28 04:34:00,2017-02-10 18:43:00,Sao Paulo,SP,20,1
459,delivered,169.0,13.52,1,2017-09-18 01:02:00,2017-09-18 01:15:00,2017-10-03 18:24:00,Amparo,SP,139,4
460,delivered,143.99,35.35,1,2017-04-03 23:09:00,2017-04-03 23:22:00,2017-04-11 16:18:00,Itueta,MG,352,1
461,delivered,63.0,43.56,3,2018-06-04 08:33:00,2018-06-04 09:11:00,2018-06-20 18:52:00,Sao Goncalo,RJ,247,2
462,delivered,36.8,34.15,1,2017-09-14 18:32:00,2017-09-15 02:25:00,2017-09-19 14:42:00,Campina Grande,PB,584,5
463,delivered,36.9,7.39,1,2017-02-17 17:37:00,2017-02-17 17:50:00,2017-03-10 13:06:00,Sao Paulo,SP,57,4
464,delivered,38.4,19.46,1,2018-02-05 17:40:00,2018-02-05 17:50:00,2018-03-06 16:59:00,Uba,MG,365,5
465,delivered,18.99,12.79,1,2017-01-25 15:47:00,2017-01-25 16:02:00,2017-02-14 14:03:00,Araraquara,SP,148,5
466,delivered,99.9,16.46,1,2017-04-27 14:17:00,2017-04-27 14:30:00,2017-05-09 11:17:00,Sao Paulo,SP,33,4
467,delivered,58.99,17.66,1,2018-06-15 21:45:00,2018-06-15 22:20:00,2018-07-02 17:19:00,Montes Claros,MG,394,5
468,delivered,69.9,17.74,1,2017-12-06 09:53:00,2017-12-07 03:12:00,2017-12-22 17:37:00,Sao Simao,GO,758,5
469,delivered,31.78,12.79,1,2017-01-14 15:42:00,2017-01-14 15:50:00,2017-01-30 11:21:00,Mairinque,SP,181,5
470,delivered,61.65,15.18,1,2018-08-01 16:37:00,2018-08-01 16:50:00,2018-08-11 15:54:00,Promissao,SP,163,4
471,delivered,39.0,12.79,1,2018-05-20 10:33:00,2018-05-20 10:58:00,2018-05-24 00:35:00,Lencois Paulista,SP,186,5
472,delivered,269.99,13.39,1,2018-07-01 21:12:00,2018-07-01 21:29:00,2018-07-06 16:50:00,Guarulhos,SP,71,5
473,delivered,36.0,9.81,1,2017-05-21 21:10:00,2017-05-23 04:05:00,2017-06-02 18:03:00,Itatiba,SP,132,5
474,delivered,119.99,18.27,1,2018-03-14 11:22:00,2018-03-14 12:00:00,2018-04-02 22:17:00,Campos dos Goytacazes,RJ,280,5
475,delivered,83.3,21.07,1,2017-10-31 21:47:00,2017-11-02 02:16:00,2017-11-14 01:32:00,Sao Paulo,SP,14,5
476,delivered,95.0,38.22,1,2017-10-04 17:56:00,2017-10-04 18:28:00,2017-10-18 20:27:00,Natal,RN,590,4
477,delivered,49.99,14.22,1,2018-01-17 09:55:00,2018-01-17 10:10:00,2018-01-23 21:45:00,Brusque,SC,883,5
478,delivered,169.99,17.76,1,2018-07-20 11:46:00,2018-07-20 12:03:00,2018-07-26 00:26:00,Cuiaba,MT,780,1
479,delivered,580.0,22.67,2,2017-12-14 09:06:00,2017-12-14 10:14:00,2017-12-27 17:42:00,Ribeirao Preto,SP,140,5
480,delivered,18.99,15.1,1,2018-06-19 13:22:00,2018-06-19 13:57:00,2018-06-25 13:11:00,Perdoes,MG,372,4
481,delivered,61.8,16.19,1,2018-04-02 13:01:00,2018-04-02 13:10:00,2018-04-12 17:12:00,Santa Luzia,MG,330,5
482,delivered,149.99,30.1,1,2018-07-04 16:49:00,2018-07-05 16:33:00,2018-07-07 14:41:00,Goiania,GO,740,5
483,delivered,59.99,35.65,1,2017-04-13 17:26:00,2017-04-13 17:42:00,2017-05-09 12:49:00,Campo Grande,MS,790,5
484,delivered,89.9,29.03,1,2018-07-24 11:32:00,2018-07-29 23:30:00,2018-07-27 18:55:00,Recife,PE,510,5
485,delivered,69.9,17.74,1,2017-07-05 11:55:00,2017-07-05 17:42:00,2017-07-17 19:02:00,Votorantim,SP,181,3
486,delivered,529.0,11.77,1,2018-04-30 20:24:00,2018-05-01 03:15:00,2018-05-09 19:50:00,Uberlandia,MG,384,5
487,delivered,69.9,13.08,1,2017-05-03 14:31:00,2017-05-03 14:42:00,2017-05-10 11:34:00,Jandira,SP,66,5
488,delivered,158.0,30.6,2,2018-05-25 22:10:00,2018-05-25 22:32:00,2018-06-01 14:46:00,Pirapora,MG,392,5
489,delivered,86.0,17.73,1,2017-10-12 13:33:00,2017-10-12 13:49:00,2017-10-24 20:17:00,Pouso Alegre,MG,375,5
490,delivered,19.9,10.96,1,2017-03-13 11:36:00,2017-03-13 11:36:00,2017-03-27 14:12:00,Santa Isabel,SP,75,5
491,delivered,49.0,15.1,1,2017-11-20 16:21:00,2017-11-21 09:50:00,2017-12-21 14:22:00,Uberlandia,MG,384,4
492,delivered,70.0,32.88,2,2017-11-26 15:47:00,2017-11-26 15:56:00,2017-12-14 00:37:00,Campo Grande,MS,790,1
493,delivered,71.82,17.75,1,2018-06-01 15:34:00,2018-06-01 15:52:00,2018-06-12 16:32:00,Ipaba,MG,351,4
494,delivered,54.99,11.88,1,2017-12-23 15:50:00,2017-12-23 15:58:00,2017-12-30 01:39:00,Barueri,SP,64,4
495,delivered,119.9,35.0,1,2017-12-01 07:15:00,2017-12-01 11:32:00,2017-12-14 15:08:00,Sao Paulo,SP,38,5
496,delivered,14.99,11.85,1,2017-12-03 20:22:00,2017-12-03 20:31:00,2017-12-11 22:47:00,Varzea Paulista,SP,132,4
497,delivered,50.9,8.88,1,2017-10-04 11:31:00,2017-10-04 11:49:00,2017-10-09 23:02:00,Sao Paulo,SP,31,5
498,delivered,109.9,0.15,1,2018-08-21 20:36:00,2018-08-21 20:50:00,2018-08-27 23:05:00,Ipua,SP,146,3
499,delivered,154.6,120.44,2,2017-11-02 14:51:00,2017-11-02 15:10:00,2017-12-01 18:06:00,Paulo Afonso,BA,486,5
500,delivered,39.99,19.47,1,2017-06-23 11:23:00,2017-06-23 11:35:00,2017-06-30 15:27:00,Ipatinga,MG,351,3
501,delivered,224.0,34.44,2,2018-05-10 16:04:00,2018-05-11 03:50:00,2018-05-21 23:56:00,Barra da Estiva,BA,466,5
502,delivered,81.56,15.33,1,2017-02-13 09:35:00,2017-02-14 04:03:00,2017-03-01 11:37:00,Porto Alegre,RS,906,5
503,delivered,59.9,16.86,1,2017-09-13 20:30:00,2017-09-13 20:44:00,2017-09-19 20:12:00,Ribeirao das Neves,MG,339,1
504,delivered,119.8,41.0,2,2018-04-11 14:59:00,2018-04-11 15:12:00,2018-04-13 19:04:00,RIO DE JANEIRO,RJ,227,4
505,delivered,130.0,30.44,1,2017-03-19 23:15:00,2017-03-19 23:15:00,2017-03-30 14:43:00,Fortaleza,CE,607,5
506,delivered,54.9,14.14,1,2017-11-03 12:56:00,2017-11-07 07:30:00,2017-11-21 18:23:00,RIO DE JANEIRO,RJ,227,5
507,delivered,39.9,17.63,1,2017-11-27 19:41:00,2017-11-27 19:58:00,2017-12-11 15:28:00,RIO DE JANEIRO,RJ,227,5
508,delivered,89.9,12.13,1,2018-07-18 16:16:00,2018-07-18 16:30:00,2018-07-24 15:08:00,Sao Bernardo do Campo,SP,97,5
509,delivered,69.0,14.09,1,2018-05-06 10:27:00,2018-05-06 10:53:00,2018-05-14 20:31:00,Niteroi,RJ,242,5
510,delivered,149.0,21.36,1,2017-11-11 12:10:00,2017-11-11 12:26:00,2017-11-25 13:51:00,Entre Rios de Minas,MG,354,5
511,delivered,119.9,25.68,1,2017-02-20 21:31:00,2017-02-22 06:50:00,2017-03-21 10:35:00,RIO DE JANEIRO,RJ,218,5
512,delivered,230.0,19.99,1,2018-03-07 17:53:00,2018-03-07 18:10:00,2018-03-14 18:48:00,Ipatinga,MG,351,5
513,delivered,69.9,13.07,1,2018-06-24 08:21:00,2018-06-26 05:37:00,2018-06-27 12:58:00,Santo Andre,SP,91,5
514,delivered,729.0,25.59,1,2018-08-06 18:45:00,2018-08-07 06:45:00,2018-08-18 11:48:00,Sorocaba,SP,180,5
515,delivered,24.99,8.88,1,2017-08-04 10:46:00,2017-08-04 11:03:00,2017-08-15 14:43:00,Vargem Grande Paulista,SP,67,5
516,delivered,49.95,18.23,1,2018-05-03 14:31:00,2018-05-04 11:35:00,2018-05-09 17:08:00,Goiania,GO,746,2
517,delivered,109.99,21.26,1,2017-12-02 07:55:00,2017-12-02 08:59:00,2017-12-06 19:04:00,Passo Fundo,RS,990,5
518,delivered,57.9,12.85,1,2018-01-01 23:15:00,2018-01-01 23:26:00,2018-01-09 17:09:00,Sao Bernardo do Campo,SP,97,3
519,delivered,89.9,20.95,1,2017-09-03 15:21:00,2017-09-03 15:30:00,2017-09-25 20:56:00,RIO DE JANEIRO,RJ,230,5
520,delivered,158.9,58.9,1,2018-02-03 00:18:00,2018-02-03 00:32:00,2018-02-24 17:38:00,Sao Paulo,SP,44,4
521,delivered,52.9,23.17,1,2018-07-11 19:25:00,2018-07-12 04:06:00,2018-07-13 17:45:00,Niteroi,RJ,240,1
522,delivered,42.99,17.78,1,2017-02-07 12:01:00,2017-02-09 02:43:00,2017-02-17 17:06:00,Trindade,GO,753,5
523,delivered,28.98,15.1,2,2017-03-23 12:21:00,2017-03-23 13:05:00,2017-04-07 15:32:00,Botucatu,SP,186,5
524,delivered,59.0,7.78,1,2018-07-30 18:25:00,2018-07-31 03:55:00,2018-08-07 14:21:00,OSASCO,SP,62,5
525,delivered,238.0,17.92,1,2018-02-09 15:26:00,2018-02-09 15:54:00,2018-02-28 20:07:00,Curitiba,PR,826,5
526,delivered,279.99,83.82,1,2018-05-04 20:19:00,2018-05-04 20:30:00,2018-05-18 16:03:00,Curitiba,PR,814,5
527,delivered,199.99,27.95,1,2017-11-26 12:15:00,2017-11-26 12:34:00,2017-12-21 21:17:00,Teresina,PI,640,4
528,delivered,45.8,12.69,1,2018-02-15 15:07:00,2018-02-15 15:27:00,2018-03-11 19:28:00,Salesopolis,SP,89,3
529,delivered,45.0,16.11,1,2017-08-31 05:31:00,2017-08-31 05:44:00,2017-09-12 19:43:00,Cianorte,PR,872,4
530,delivered,139.8,33.48,2,2017-02-11 10:53:00,2017-02-11 11:05:00,2017-02-24 10:37:00,Sao Paulo,SP,47,5
531,delivered,71.98,44.36,2,2017-05-08 14:59:00,2017-05-10 02:42:00,2017-05-24 13:25:00,Curitiba,PR,800,5
532,delivered,17.19,12.79,1,2018-08-27 13:57:00,2018-08-28 04:04:00,2018-08-30 00:36:00,Caraguatatuba,SP,116,5
533,delivered,39.99,14.1,1,2017-02-06 15:43:00,2017-02-06 15:55:00,2017-02-20 17:08:00,BRASILIA,DF,722,5
534,delivered,59.9,23.07,1,2018-01-16 10:02:00,2018-01-16 10:12:00,2018-01-23 21:25:00,Parati,RJ,239,5
535,delivered,90.0,53.52,2,2018-05-18 11:26:00,2018-05-18 13:06:00,2018-05-21 18:08:00,Araguari,MG,384,3
536,delivered,519.0,19.07,1,2018-01-22 19:19:00,2018-01-22 19:36:00,2018-01-26 18:59:00,Belo Horizonte,MG,318,5
537,delivered,99.99,14.43,1,2017-11-29 13:03:00,2017-11-29 13:12:00,2018-01-09 16:32:00,Curitiba,PR,805,1
538,delivered,100.0,16.46,1,2017-12-26 02:35:00,2017-12-27 04:08:00,2018-01-05 20:32:00,Curitiba,PR,800,4
539,delivered,199.99,78.42,1,2017-12-12 20:54:00,2017-12-12 21:11:00,2017-12-14 22:57:00,Montes Claros,MG,394,5
540,delivered,59.9,7.78,1,2018-08-04 09:09:00,2018-08-04 09:45:00,2018-08-09 21:05:00,Sao Paulo,SP,20,5
541,delivered,50.0,5.29,1,2017-06-26 07:04:00,2017-06-26 10:32:00,,RIO DE JANEIRO,RJ,202,1
542,delivered,26.0,16.11,1,2018-02-24 08:45:00,2018-02-24 09:47:00,2018-03-02 21:51:00,Ipatinga,MG,351,5
543,delivered,60.0,8.55,1,2018-08-05 11:05:00,2018-08-05 11:15:00,2018-08-14 18:06:00,Ribeirao Preto,SP,140,5
544,delivered,97.0,14.43,1,2017-11-26 11:38:00,2017-11-26 11:54:00,2017-12-05 19:23:00,Sao Paulo,SP,22,4
545,delivered,899.0,24.17,1,2018-03-23 11:43:00,2018-03-23 11:55:00,2018-04-14 19:18:00,Chapeco,SC,898,4
546,delivered,199.0,12.89,1,2018-05-17 07:17:00,2018-05-19 02:58:00,2018-06-03 13:06:00,Sao Paulo,SP,35,4
547,delivered,55.0,18.49,1,2017-12-09 17:13:00,2017-12-11 17:11:00,2017-12-19 11:59:00,Antonio Prado de Minas,MG,368,5
548,delivered,20.0,15.23,1,2018-05-02 13:17:00,2018-05-02 15:58:00,2018-05-23 17:51:00,RIO DE JANEIRO,RJ,227,5
549,delivered,74.9,18.69,1,2018-01-25 19:46:00,2018-01-25 19:53:00,2018-02-22 23:49:00,Nova Iguacu,RJ,262,1
550,delivered,89.9,13.65,1,2018-03-01 12:43:00,2018-03-02 02:10:00,2018-04-05 17:12:00,Orlandia,SP,146,5
551,delivered,40.9,8.88,1,2017-11-16 23:40:00,2017-11-16 23:50:00,2017-11-29 10:41:00,Sao Paulo,SP,55,5
552,delivered,56.99,15.15,1,2018-01-04 13:14:00,2018-01-04 13:29:00,2018-02-09 00:44:00,Passa Quatro,MG,374,5
553,delivered,105.0,28.11,1,2018-08-01 13:30:00,2018-08-01 13:44:00,2018-08-06 22:28:00,Itaguai,RJ,238,5
554,shipped,599.99,12.55,1,2017-10-17 15:58:00,2017-10-17 17:14:00,2017-10-21 15:01:00,SAO PAULO,SP,84,1
555,delivered,99.9,12.6,1,2017-11-16 16:20:00,2017-11-16 16:35:00,2017-11-23 22:58:00,OSASCO,SP,60,4
556,delivered,67.9,17.73,1,2018-01-18 12:35:00,2018-01-18 12:56:00,2018-01-23 21:51:00,Curitiba,PR,816,5
557,delivered,129.99,30.05,1,2017-09-08 14:56:00,2017-09-09 05:04:00,2017-09-20 19:27:00,Sao Paulo,SP,53,5
558,delivered,178.5,15.0,1,2018-07-29 00:48:00,2018-07-30 19:31:00,2018-08-04 18:26:00,RIO DE JANEIRO,RJ,222,5
559,delivered,49.9,16.11,1,2017-04-25 21:33:00,2017-04-27 13:15:00,2017-05-09 16:43:00,Montenegro,RS,957,5
560,delivered,339.0,13.87,1,2018-04-26 09:49:00,2018-04-26 10:35:00,2018-05-03 22:41:00,Marilia,SP,175,5
561,delivered,21.99,7.78,1,2018-03-01 20:30:00,2018-03-01 20:49:00,2018-04-16 16:24:00,Campinas,SP,130,5
562,delivered,59.99,13.44,1,2018-08-16 09:44:00,2018-08-17 03:10:00,2018-08-29 01:41:00,Araraquara,SP,148,4
563,delivered,119.2,13.85,1,2018-01-25 08:43:00,2018-01-25 08:56:00,2018-01-31 18:51:00,Campinas,SP,130,5
564,delivered,34.99,7.78,1,2017-08-16 08:00:00,2017-08-16 08:10:00,2017-09-01 20:41:00,Sao Bernardo do Campo,SP,98,5
565,delivered,42.9,15.1,1,2018-05-21 13:16:00,2018-05-22 09:36:00,2018-05-28 16:38:00,Santa B?rbara D'Oeste,SP,134,1
566,delivered,69.9,20.98,1,2018-05-12 00:18:00,2018-05-12 00:31:00,2018-05-17 21:52:00,BRASILIA,DF,725,2
567,delivered,158.0,21.6,1,2018-01-03 16:29:00,2018-01-04 05:16:00,2018-01-12 23:18:00,RIO DE JANEIRO,RJ,230,3
568,delivered,52.18,16.68,1,2017-08-31 09:31:00,2017-09-02 02:45:00,2017-09-06 14:43:00,Barra do Pirai,RJ,271,4
569,delivered,364.0,48.43,1,2017-07-12 18:45:00,2017-07-12 19:03:00,2017-07-25 21:54:00,Acari,RN,593,5
570,delivered,24.9,7.77,1,2018-06-14 18:37:00,2018-06-14 18:58:00,2018-06-16 10:12:00,Ribeirao das Neves,MG,339,5
571,delivered,11.99,15.1,1,2018-03-08 19:06:00,2018-03-09 19:08:00,2018-04-11 12:53:00,Gravatai,RS,940,3
572,delivered,359.9,38.03,1,2017-05-08 16:31:00,2017-05-09 16:35:00,2017-05-15 19:27:00,Jundiai,SP,132,5
573,delivered,68.9,33.91,1,2017-11-16 13:18:00,2017-11-17 04:06:00,2017-11-27 21:59:00,Sao Paulo,SP,45,5
574,delivered,88.9,25.65,1,2017-06-29 23:08:00,2017-06-29 23:23:00,2017-07-10 13:48:00,Manaus,AM,690,4
575,delivered,139.0,17.41,1,2017-08-26 10:26:00,2017-08-26 10:35:00,2017-09-12 20:52:00,Capim Grosso,BA,446,1
576,delivered,196.6,83.84,2,2018-01-15 00:14:00,2018-01-15 00:29:00,2018-01-24 20:18:00,RIO DE JANEIRO,RJ,222,5
577,delivered,49.0,7.78,1,2018-06-05 19:53:00,2018-06-06 02:53:00,2018-06-09 20:03:00,Sumare,SP,131,2
578,delivered,39.0,7.78,1,2017-03-04 09:55:00,2017-03-07 04:05:00,2017-03-14 07:24:00,Campinas,SP,130,4
579,delivered,18.9,13.47,1,2017-07-04 23:29:00,2017-07-05 17:36:00,2017-07-10 19:07:00,Sao Paulo,SP,47,4
580,delivered,42.79,8.5,1,2017-05-19 14:12:00,2017-05-19 14:25:00,2017-06-01 16:15:00,Araruama,RJ,289,5
581,delivered,169.0,16.94,1,2018-04-24 22:18:00,2018-04-25 22:10:00,2018-05-04 21:18:00,Marica,RJ,249,2
582,delivered,39.9,23.08,1,2017-09-13 17:53:00,2017-09-15 02:24:00,2017-10-03 21:13:00,Patos de Minas,MG,387,5
583,delivered,9.89,17.78,1,2017-11-20 11:44:00,2017-11-20 11:56:00,2017-11-30 22:04:00,Anapolis,GO,750,5
584,delivered,45.9,8.72,1,2018-04-04 00:33:00,2018-04-04 00:48:00,,Barueri,SP,64,5
585,shipped,47.9,9.44,1,2018-01-19 18:07:00,2018-01-19 18:20:00,2018-02-01 00:08:00,Florianopolis,SC,880,1
586,delivered,199.99,12.6,1,2018-05-07 01:09:00,2018-05-07 16:52:00,2018-05-24 00:31:00,OSASCO,SP,60,3
587,delivered,24.9,15.1,1,2018-01-31 11:31:00,2018-01-31 14:23:00,,Petropolis,RJ,257,5
588,delivered,159.9,23.44,1,2018-05-31 10:16:00,2018-05-31 10:30:00,2018-06-13 18:22:00,BRASILIA,DF,707,1
589,delivered,104.0,14.9,1,2017-07-31 20:47:00,2017-07-31 21:15:00,2017-08-04 21:04:00,Juiz de Fora,MG,360,3
590,delivered,259.9,26.26,1,2018-05-31 17:47:00,2018-06-01 17:53:00,2018-06-15 19:14:00,Belo Horizonte,MG,315,4
591,delivered,15.9,7.71,1,2018-07-12 22:14:00,2018-07-12 22:25:00,2018-07-23 17:48:00,Belo Horizonte,MG,306,5
592,delivered,89.8,24.94,1,2017-12-07 15:40:00,2017-12-12 03:49:00,2017-12-20 19:05:00,Sao Bernardo do Campo,SP,96,5
593,delivered,169.76,16.95,1,2017-12-10 23:35:00,2017-12-10 23:49:00,2017-12-27 20:41:00,Passo Fundo,RS,990,5
594,delivered,249.9,19.0,1,2017-07-24 16:14:00,2017-07-24 16:25:00,2017-07-28 18:15:00,BRASILIA,DF,712,5
595,delivered,134.2,12.39,1,2017-07-27 23:29:00,2017-07-27 23:45:00,2017-08-07 20:32:00,RIO DE JANEIRO,RJ,205,5
596,delivered,48.9,31.1,1,2018-04-19 19:34:00,2018-04-19 20:51:00,2018-04-23 15:32:00,Jaguaruna,SC,887,1
597,delivered,64.89,13.47,1,2017-11-28 08:02:00,2017-11-29 02:18:00,2017-12-22 17:17:00,Sao Paulo,SP,56,5
598,delivered,19.9,16.79,1,2018-06-28 10:28:00,2018-06-28 10:50:00,2018-07-23 17:54:00,Barreiras,BA,478,5
599,delivered,248.0,13.24,1,2017-10-16 18:26:00,2017-10-16 18:45:00,2017-10-27 21:44:00,Charqueada,SP,135,5
